what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234150939
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234161734
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234171406
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234172810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234173465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234174276
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234177459
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234186023
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234186273
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234195414
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234213807
activated,view,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.BeansList",1286234225367
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234231747
activated,view,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.BeansList",1286234240811
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234243010
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234244071
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234245615
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234248876
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286234272869
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286234273914
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234275209
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234278141
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234281792
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286234282447
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234283508
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234284756
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286234285707
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234292088
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286234296877
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286234297236
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234298390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286234305239
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234307703
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234309139
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234310121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286234310761
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234330745
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234332211
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286234333085
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234342648
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234356360
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234360354
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234364238
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234367920
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1286234369058
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234373910
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234376281
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234377623
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234384268
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234385626
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234388106
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234389604
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor",1286234392443
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1286234467495
